,Gade,Kommune,Postnr
897,Hindbærvej,København,2400
898,Hindegade,København,1303
899,Hindustanvej,København,2300
900,Hiort Lorenzens Gade,København,2200
901,Hirsevej,København,2700
902,Hirtshalsvej,København,2720
903,Hjalmar Bergstrøms Vej,København,2500
904,Hjalmar Brantings Plads,København,2100
905,Hjelmsgade,København,2100
906,Hjertensfrydsgade,København,1323
907,Hjertingvej,København,2720
908,Hjortdalsvej,København,2720
909,Hjortholms Allé,København,2400
910,Hjortøgade,København,2100
911,Hjulmagerstien,København,2300
912,Hjørnelodden,København,2500
913,Hjørringgade,København,2100
914,Hobrogade,København,2100
915,Holbergsgade,København,1057
916,Holbækgade,København,2100
917,Holbækmotorvejen,København,
918,Holcks Plads,København,2700
919,Hollands Allé,København,2300
920,Hollænderdybet,København,2300
921,Holmbladsgade,København,2300
922,Holmbladsvænge,København,2300
923,Holmens Bro,København,
924,Holmens Kanal,København,1060
925,Holmestien,København,2720
926,Holstebrogade,København,2100
927,Holsteinborgvej,København,2720
928,Holsteinsgade,København,2100
929,Holtegade,København,2200
930,Hornbækgade,København,2200
931,Hornemansgade,København,2100
932,Hornemanns Vænge,København,2500
933,Horsebakken,København,2400
934,Horsekildevej,København,2500
935,Horsensgade,København,2100
936,Horserødvej,København,2100
937,Hothers Plads,København,2200
938,Houmanns Allé,København,2400
939,Hovedvagtsgade,København,1103
940,Hovgaardsgade,København,2100
941,Hovmestervej,København,2400
942,Hovmålvej,København,2300
943,Hulgårds Plads,København,2400
944,Hulgårdsvej,København,2400
945,Humlebjerg,København,2700
946,Humlebækgade,København,2200
947,Humlehaven,København,2500
948,Humletorvet,København,1799
949,Hustoftevej,København,2700
950,Husumgade,København,2200
951,Husum Torv,København,2700
952,Husumvej,København,2700
953,Husum Vænge,København,2700
954,Hvalsøvej,København,2700
955,H-Vej,København,2300
956,Hvedevej,København,2700
957,Hveensvej,København,2300
958,Hvidbjergvej,København,2720
959,Hvidkildevej,København,2400
960,Hvidkløvervej,København,2400
961,Hvidtjørnevej,København,2720
962,Hyacintgården,København,2300
963,Hyacintvej,København,2300
964,Hyldebærvej,København,2400
965,Hyltebjerg Allé,København,2720
966,Hyltebro,København,2200
967,Hyrdeledet,København,2400
968,Hyrdevangen,København,2400
969,Hyskenstræde,København,1207
970,Hyttehusvej,København,2300
971,Hækkevold,København,2700
972,Händelsvej,København,2450
973,Høffdingsvej,København,2500
974,Høgholtvej,København,2720
975,Højbovej,København,2500
976,Højbro,København,
977,Højbro Plads,København,1200
978,Højdedraget,København,2500
979,Højdevangs Allé,København,2300
980,Højdevej,København,2300
981,Høje Gladsaxe Vej,København,2860
982,Højenhald,København,2700
983,Højlandsvangen,København,2700
984,Højmosevej,København,2400
985,Højsager Plads,København,2500
986,Højsagervej,København,2500
987,Højstrupvej,København,2720
988,Høkerboderne,København,1712
989,Hørdumsgade,København,2450
990,Hørhusvej,København,2300
991,Hørsholmsgade,København,2200
992,Hørtoftevej,København,2700
993,Høsterkøbgade,København,2200
994,Høstgildevej,København,2300
995,Høyensgade,København,2100
996,Håbets Allé,København,2700
997,Håndværkerhaven,København,2400
998,Ib Schønbergs Allé,København,2500
999,Ilfordvej,København,2300
1000,Indertoften,København,2720
1001,Indiakaj,København,2100
1002,Indiavej,København,2100
1003,Industrivej,København,2150
1004,Inge Lehmanns Vej,København,2100
1005,Ingerslevsgade,København,1705
1006,Ingolfs Allé,København,2300
1007,Ingrid Marievej,København,2500
1008,Iranvej,København,2300
1009,Irisvej,København,2700
1010,Irlandsvej,København,2300
1011,Irmingersgade,København,2100
1012,Isafjordsgade,København,2300
1013,Isfuglestien,København,2500
1014,Islands Brygge,København,2300
1015,Islands Plads,København,
1016,Islevholm,København,2700
1017,Islevhusvej,København,2700
1018,Israels Plads,København,1361
1019,Istanbulgade,København,2150
1020,Istedgade,København,1650
1021,Italiensvej,København,2300
1022,Jacob Erlandsens Gade,København,2100
1023,Jacob Holms Gade,København,2300
1024,Jacob Lindbergs Vej,København,2400
1025,J.C. Jacobsens Gade,København,1799
1026,Jadegangen,København,2300
1027,Jagtvej,København,2100
1028,Jakob Knudsens Vej,København,2500
1029,James Grievevej,København,2500
1030,Jane Addams Vej,København,2450
1031,Jansvej,København,2300
1032,Japanvej,København,2300
1033,Jarmers Plads,København,1551
1034,Javavej,København,2300
1035,Jellingegade,København,2100
1036,Jemtelandsgade,København,2300
1037,Jenagade,København,2300
1038,Jensen Klints Plads,København,
1039,Jens Juels Gade,København,2100
1040,Jens Kofods Gade,København,1268
1041,Jens Munks Gade,København,2100
1042,Jens Nielsens Plads,København,
1043,Jens Otto Krags Gade,København,2300
1044,Jens Warmings Vej,København,2300
1045,Jeppes Allé,København,2400
1046,Jerichausgade,København,1777
1047,Jernbane Allé,København,2720
1048,Jernbanegade,København,1608
1049,Bilbaogade,København,2150
1050,Jernæblevej,København,2500
1051,Jesper Brochmands Gade,København,2200
1052,Johan Kellers Vej,København,2450
1053,Johan Krohns Vej,København,2500
1054,Johan Semps Gade,København,1402
1055,Johan Svendsens Vej,København,2100
1056,Johanne Møllers Passsage,København,1799
1057,Jollevej,København,2300
1058,Jorcks Passage,København,1162
1059,Jordbærvej,København,2400
1060,Jorisvej,København,2300
1061,Judithsvej,København,2900
1062,Judichærs Plads,København,1438
1063,Juliane Maries Vej,København,2100
1064,Julie Arenholts Vænge,København,2720
1065,Julius Andersens Vej,København,2450
1066,Julius Bloms Gade,København,2200
1067,Julius Lassens Vej,København,2500
1068,Julius Thomsens Gade,København,1632
1069,Jupitervej,København,2720
1070,Jydeholmen,København,2720
1071,Jyderupvej,København,2700
1072,Jyllingevej,København,2720
1073,Jægergade,København,2200
1074,Jægersborggade,København,2200
1075,Jægersprisvej,København,2700
1076,Kabbelejevej,København,2700
1077,Kagsbro,København,2700
1078,Kagsløkke,København,2700
1079,Kagsløkkesti,København,
1080,Kagsmosesti,København,2700
1081,Kagsvang,København,2700
1082,Kaj Munks Vej,København,2300
1083,Kaktusvej,København,2300
1084,Kaldæavej,København,2300
1085,Kaliforniensvej,København,2300
1086,Kalkbrænderihavnsgade,København,2100
1087,Kalkbrænderiløbskaj,København,2100
1088,Kalvebod Brygge,København,1562
1089,Kaløvej,København,2720
1090,Kamhusene,København,2500
1091,Kampmannsgade,København,1604
1092,Kanadavej,København,2300
1093,Kanonbådsvej,København,1437
1094,Kansager,København,
1095,Kansasvej,København,2300
1096,Kanslergade,København,2100
1097,Kantorparken,København,2400
1098,Kapelvej,København,2200
1099,Kapselgade,København,1799
1100,Kaprifolievej,København,2300
1101,Karen Blixens Plads,København,2300
1102,Karen Blixens Vej,København,2300
1103,Kardinalgangen,København,2300
1104,Karensgade,København,2500
1105,Karin Nellemoses Vej,København,2500
1106,Karlskronagade,København,2150
1107,Karlslundevej,København,2700
1108,Karlstads Allé,København,2700
1109,Kasematvej,København,2300
1110,Kastanie Allé,København,2720
1111,Kastanjegang,København,2300
1112,Kastellet,København,2100
1113,Kastelsvej,København,2100
1114,Kastrupvej,København,2300
1115,Katholmvej,København,2720
1116,Katrinedalsvej,København,2720
1117,Kattegatvej,København,2150
1118,Kattesundet,København,1458
1119,Kattingevej,København,2700
1120,Kay Fiskers Plads,København,2300
1121,Kay Fiskers Vej,København,2300
1122,Kedelpladsen,København,
1123,Kejsergade,København,1155
1124,Keldsøvej,København,2100
1125,Kentiavej,København,2300
1126,Keplersgade,København,2300
1127,Kernebidergangen,København,2300
1128,Kertemindegade,København,2100
1129,Kigkurren,København,2300
1130,Kildeager,København,2700
1131,Kildebrøndevej,København,2700
1132,Kildeløbet,København,2700
1133,Kildepladsen,København,1799
1134,Kildevældsgade,København,2100
1135,Kildevænget,København,2100
1136,Kilholmvej,København,2720
1137,Kilometerbroen,København,2300
1138,Kinavej,København,2300
1139,Kingosgade,København,1623
1140,Kingstonvej,København,2300
1141,Kirkebjerg Allé,København,2720
1142,Kirkegårdsvej,København,2300
1143,Kirketoften,København,2700
1144,Kirkevænget,København,2500
1145,Kirsebærhaven,København,2500
1146,Kirsteinsgade,København,2100
1147,Kirsten Kimers Vej,København,2300
1148,Kirsten Walthers Vej,København,2500
1149,Kirstinedalsvej,København,2500
1150,Kjeld Langes Gade,København,1367
1151,Kjeldsgårdsvej,København,2500
1152,Kjærstrupvej,København,2500
1153,Klaipedagade,København,
1154,Klaksvigsgade,København,2300
1155,Klareboderne,København,1115
1156,K.M. Klausens Gade,København,2450
1157,Kleinsgade,København,1633
1158,Klerkegade,København,1308
1159,Klingseyvej,København,2720
1160,Klintevej,København,2700
1161,Klintholmvej,København,2700
1162,Klitmøllervej,København,2720
1163,Klokkerhøjen,København,2400
1164,Klokkestien,København,2720
1165,Klostermarksvej,København,2700
1166,Klosterrisvej,København,2100
1167,Klosterstræde,København,1157
1168,Klostervænget,København,2100
1169,Klubiensvej,København,2150
1170,Klædemålet,København,2100
1171,Kløverbladsgade,København,2500
1172,Kløvermarksvej,København,2300
1173,Knabrostræde,København,1210
1174,Knabstrupvej,København,2700
1175,Knapmagerstien,København,2300
1176,Knippelsbro,København,1400
1177,Knippelsbrogade,København,1409
1178,Knivholtvej,København,2720
1179,Knud Kristensens Gade,København,2300
1180,Knud Lavards Gade,København,1730
1181,P. Knudsens Gade,København,2450
1182,Knuthenborgvej,København,2500
1183,Kobbelvænget,København,2700
1184,Kofoeds Plads,København,
1185,Koldinggade,København,2100
1186,Kompagnistræde,København,1208
1187,Kongebrovej,København,
1188,Kongedybet,København,2300
1189,Kongedybs Allé,København,2300
1190,Kongelundsvej,København,2770
1191,Kongelysgangen,København,2300
1192,Kongemarksvej,København,2700
1193,Kongens Nytorv,København,1050
1194,Kongeslusen,København,2610
1195,Kongeæblevej,København,2500
1196,Kong Oscars Gade,København,2100
1197,Kongovej,København,2300
1198,Kongsdalvej,København,2720
1199,Kongshaven,København,2500
1200,Kongshøjgade,København,1675
1201,Kongstedvej,København,2700
1202,Kong Volmers Vej,København,2300
1203,Konkyliestien,København,2300
1204,Koralstien,København,2300
1205,Koreavej,København,2300
1206,Korfuvej,København,2300
1207,Korinthvej,København,2300
1208,Kornblomstvej,København,2300
1209,Kornerupvej,København,2700
1210,Kornskyldvej,København,2300
1211,Korsager Allé,København,2700
1212,Korsgade,København,2200
1213,Korsikavej,København,2300
1214,Korsørgade,København,2100
1215,Kortløb,København,
1216,Kortstilkvej,København,2500
1217,Krabbesholmvej,København,2700
1218,Kraftværksvej,København,2300
1219,Krakas Plads,København,
1220,Krausesvej,København,2100
1221,Kretavej,København,2300
1222,A.F. Kriegers Vej,København,2100
1223,Krimsvej,København,2300
1224,Kristen Bernikows Gade,København,1105
1225,Kristian Erslevs Gade,København,1577
1226,Kristianiagade,København,2100
1227,Kristineberg,København,2100
1228,Krogagervej,København,2720
1229,Krogebjerg,København,2720
1230,Krogerupgade,København,2200
1231,Kroghsgade,København,2100
1232,Krokodillegade,København,1326
1233,Kronborggade,København,2200
1234,Kronprinsensgade,København,1114
1235,Kronprinsessegade,København,1306
1236,Krudtløbsvej,København,1439
1237,Krudtmøllegårds Allé,København,2300
1238,Krumtappen,København,2500
1239,Krusemyntegade,København,1318
1240,Krusågade,København,1719
1241,Krügersgade,København,2200
1242,Krystalgade,København,1172
1243,Kuglegårdsvej,København,1434
1244,Kuhlausgade,København,2100
1245,Kulbanevej,København,2500
1246,Kultorvet,København,1175
1247,Kurlandsgade,København,2300
1248,Kuskenes Gade,København,
1249,Kurvemagerstien,København,2300
1250,K-Vej,København,2300
1251,Kvintus Allé,København,2300
1252,Kvægtorvsgade,København,1710
1253,Kvækerfinkegangen,København,2300
1254,Kvæsthusbroen,København,1252
1255,Kvæsthusgade,København,1251
1256,Küchlersgade,København,1774
1257,Kyringevej,København,2700
1258,Kæmnervej,København,2400
1259,Kæragervej,København,2720
1260,Kærholmen,København,2720
1261,Kærsangervej,København,2400
1262,Kærskiftevej,København,2500
1263,Købmagergade,København,1100
1264,Købkes Plads,København,1799
1265,Kødboderne,København,1714
1266,Kålagervej,København,2300
1267,Kaalundsgade,København,1664
1268,Lagergade,København,1799
1269,Lagunebroen,København,
1270,Laksegade,København,1063
1271,Landehjælpvej,København,2300
1272,Landemærket,København,1119
1273,Landfogedvej,København,2400
1274,Landgildevej,København,2300
1275,Landgreven,København,1301
1276,Landlystvej,København,2500
1277,Landsdommervej,København,2400
1278,Landskronagade,København,2100
1279,Lanternestien,København,2300
1280,Landvindingsgade,København,2450
1281,Langagervej,København,2500
1282,Langdraget,København,2720
1283,Langebro,København,1553
1284,Langebrogade,København,1411
1285,Langelinie Allé,København,2100
1286,Langelinie,København,2100
1287,Langeliniebro,København,
1288,Langeliniekaj,København,2100
1289,Lange-Müllers Gade,København,2100
1290,Langesund,København,2100
1291,Langhusvej,København,2700
1292,Langkærsti,København,
1293,Langkærvej,København,2720
1294,Langvaddam,København,2500
1295,Langøgade,København,2100
1296,Laplandsgade,København,2300
1297,Larsbjørnsstræde,København,1454
1298,Larsens Plads,København,
1299,Larslejsstræde,København,1451
1300,Lauravej,København,2500
1301,Laurids Skaus Gade,København,2200
1302,Lautrupsgade,København,2100
1303,Lautrupskaj,København,2100
1304,Lavendelstræde,København,1462
1305,Ledagersti,København,2720
1306,Ledagervej,København,2720
1307,Leifsgade,København,2300
1308,Lejrevej,København,2700
1309,Lemberggade,København,2300
1310,Lemnosvej,København,2300
1311,Leo Mathisens Vej,København,1437
1312,Lerchenborgvej,København,2720
1313,Lerfosgade,København,2300
1314,Lergravsvej,København,2300
1315,Lersøstien,København,2100
1316,Lersø Parkallé,København,2100
1317,Letlandsgade,København,1723
1318,Levantkaj,København,2150
1319,Lidemarksvej,København,2700
1320,Liden Gunvers Vej,København,2300
1321,Liden Kirstens Vej,København,2300
1322,Liflandsgade,København,2300
1323,Lille Colbjørnsensgade,København,1703
1324,Lille Farimagsgade,København,2100
1325,Lille Fredensgade,København,2200
1326,Lillegade,København,2500
1327,Lillegrund,København,2300
1328,Lille Istedgade,København,1706
1329,Lille Kannikestræde,København,1170
